dummy_cell_id_year,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,elev,dist_sett,dist_riv,dist_road,dist_pa,npp,treecov,agriculture,team,year,eff1,eff2,eff3,eff4,eff5,eff6,eff7,eff8,eff9,eff10,eff11,eff12,eff13,eff14,team1,team2,team3,team4,team5,team6,team7,team8,team9,team10,team11,team12,team13,team14
151-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.570701772,0.876844694,0.602129322,0.320102505,0.13340994,0.298600858,0.459544103,-0.503696379,T5,2015,-1.971737955,0.767442136,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.595865712,0.827570189,0.016539601,-0.168712252,0.186432297,0.445421879,0.493234689,-0.503696379,T5,2015,-1.971737955,0.767442136,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.622744922,0.831937107,-0.160614056,-0.387581444,0.46566441,0.020288944,-1.096195973,-0.337833216,T5,2015,-1.971737955,0.767442136,-0.391441748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.628896446,0.718676343,-0.421555539,0.046453059,0.641081665,-0.692096865,-1.087502178,-0.408917429,T5,2015,-1.971737955,0.767442136,-0.391441748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155-2015,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.618539547,0.632164567,0.265755535,0.644129154,0.509587284,-0.632534611,-0.453912758,0.041282584,T5,2015,-1.971737955,0.767442136,-0.391441748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156-2015,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.614814627,0.576604406,0.775294164,0.542079583,0.841031442,-0.45318528,-0.576204471,-0.503696379,T5,2015,-2.287797196,0.767442136,0.767442136,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.605365163,0.614699706,-0.063693519,-0.104694717,-0.357281879,-0.32720697,-0.804072786,-0.243054266,T5,2015,-1.971737955,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.621037526,0.390208429,0.086956354,0.969604956,-0.186144341,-1.184147089,-0.929159586,-0.503696379,T5,2015,-1.971737955,0.767442136,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T5,T5,T5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159-2014,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.615324448,-1.153115912,0.361742788,1.949896906,-0.604728965,-0.251765594,-0.206333457,-0.456306904,T6,2014,-1.866384874,0.767442136,-0.81285407,-1.339619472,0.767442136,0.767442136,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA
160-2013,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.202804074,0.119513916,0.283224338,-0.245967681,-0.531517635,-0.252436203,0.527254527,-0.503696379,T7,2013,-2.287797196,-0.70750099,0.767442136,-2.182444116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161-2014,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-0.599317493,-0.85773995,-0.327478333,1.997201435,-0.723584663,0.305615829,-1.407060532,-0.385222691,T6,2014,-0.602147909,0.767442136,0.767442136,0.767442136,0.767442136,-1.655678713,-1.761031794,0.767442136,0.767442136,0.767442136,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA
162-2014,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.601274893,-0.997309935,0.748362639,2.230400006,-0.683150386,0.104796179,-0.748711147,-0.503696379,T6,2014,-1.550325633,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA
163-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.264681475,-0.21253643,0.207830194,-0.696438155,-0.135159848,-0.299060431,0.587929061,-0.290443741,T7,2013,0.662089056,0.767442136,-1.971737955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164-2013,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.205405514,-0.092598139,0.54977771,-0.630898216,-0.614743516,-0.233482883,0.804728578,-0.503696379,T7,2013,-2.287797196,0.767442136,0.767442136,-2.077091035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.344419966,-0.005089685,0.151982941,-0.646616884,-0.697081041,-0.163070582,0.736535921,0.373008909,T7,2013,-2.287797196,0.767442136,0.767442136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166-2013,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.485128955,0.095992218,-0.030704615,-0.581400069,-0.717027085,-0.117271239,0.917654386,-0.314138479,T7,2013,0.240676734,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.495460979,0.165322219,-0.295051874,-0.541186538,-0.7242187,-0.121070044,1.162452574,-0.432612166,T7,2013,0.240676734,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168-2013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.504360087,0.154982844,-0.246962321,-0.430041023,-0.717514338,-0.120743109,1.077055953,-0.503696379,T7,2013,0.135323654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.523253507,0.074003094,-0.409747856,-0.101909638,-0.655503992,-0.092555868,0.443301662,-0.219359529,T7,2013,0.029970573,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.292476872,-0.415581264,0.238122284,-0.700908122,-0.117585377,-0.270729418,0.581301364,-0.077191104,T7,2013,0.662089056,0.767442136,-1.971737955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171-2013,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.257408028,-0.323169996,0.253804798,-0.649139231,-0.596125579,-0.221629549,0.962857021,-0.503696379,T7,2013,-2.287797196,0.767442136,0.767442136,-2.077091035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172-2013,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.345878428,-0.236930056,-0.048799813,-0.701905859,-0.677176189,-0.20118172,0.973003276,0.159756271,T7,2013,-2.287797196,0.767442136,0.767442136,0.767442136,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
173-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.465685454,-0.130762018,0.065552048,-0.727005712,-0.716377743,-0.195287057,1.075627642,-0.408917429,T7,2013,0.240676734,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.483974457,-0.076587345,0.261149107,-0.715226484,-0.718521861,-0.169212087,1.027643159,-0.503696379,T7,2013,0.029970573,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.494779886,-0.081334305,-0.085973467,-0.683949014,-0.624123564,-0.172594017,0.721493301,-0.314138479,T7,2013,0.135323654,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.522974921,-0.155787585,-0.244748168,-0.476458378,-0.231382687,-0.159800256,0.085343291,0.467787859,T7,2013,0.029970573,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177-2014,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.500983326,-0.472601284,0.071844449,0.856413802,-0.571100457,0.279005487,-1.445937143,-0.029801629,T6,2014,-1.655678713,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA
178-2014,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.618187909,-0.447684501,0.739601767,1.795690371,-0.337935561,-1.322021734,-1.140257994,-0.503696379,T6,2014,0.556735975,0.767442136,0.767442136,0.767442136,0.135323654,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA
179-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.370179757,-0.560850462,-0.379894762,-0.654452788,-0.377422297,-0.273959042,0.862870593,0.064977321,T7,2013,0.662089056,0.767442136,-2.182444116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.306351296,-0.458169804,0.102319856,-0.679929056,-0.662886313,-0.274478329,1.173445126,-0.148275316,T7,2013,0.451382895,0.767442136,-0.81285407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.299223903,-0.355829231,0.381551667,-0.719249974,-0.68785644,-0.296898595,1.105321115,0.562566809,T7,2013,-0.075382507,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.398455718,-0.324148226,0.32854756,-0.739471677,-0.565805075,-0.263844762,0.838613087,0.420398384,T7,2013,0.029970573,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.439351806,-0.315800055,-0.133729164,-0.752810602,-0.217330029,-0.272293516,0.377683201,0.989072084,T7,2013,-0.286088668,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184-2014,0,1,1,0,1,1,0,0,1,0,NA,NA,NA,NA,-0.484271359,-0.462426615,0.879573854,0.193098618,-0.353444553,0.15950415,-1.205573068,0.112366796,T6,2014,0.451382895,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA
185-2012,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-0.59124818,-0.288560586,-0.252393181,1.063219378,-0.608919151,-0.259859513,-0.169565358,-0.503696379,T6,2012,-1.234266392,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-1.444972553,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA
186-2012,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,-0.626439516,-0.187963538,1.391089759,1.530825377,-0.151006505,-1.979652468,-1.515800085,-0.503696379,T6,2012,0.346029815,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.602147909,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA
187-2013,0,1,0,0,1,1,1,1,1,1,0,1,NA,NA,-0.626439516,-0.187963538,1.391089759,1.530825377,-0.151006505,-2.090566531,-1.522627343,-0.503696379,T6,2013,-2.287797196,-1.655678713,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.075382507,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA
188-2014,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,-0.626439516,-0.187963538,1.391089759,1.530825377,-0.151006505,-1.97206881,-1.428538643,-0.503696379,T6,2014,-1.550325633,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA
189-2015,0,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,-0.626439516,-0.187963538,1.391089759,1.530825377,-0.151006505,-1.97206881,-1.463858817,-0.503696379,T6,2015,-0.391441748,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.556735975,-0.075382507,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA
190-2016,0,1,1,0,0,0,0,0,0,0,1,1,0,NA,-0.626439516,-0.187963538,1.391089759,1.530825377,-0.151006505,-1.97206881,-1.390993259,-0.503696379,T6,2016,0.556735975,0.240676734,0.767442136,0.767442136,-1.550325633,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-1.550325633,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA
191-2017,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.626439516,-0.187963538,1.391089759,1.530825377,-0.151006505,-1.97206881,-1.408384895,-0.503696379,T6,2017,-0.075382507,0.767442136,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA
192-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.215665026,-0.663680233,0.401343723,-0.71544494,-0.450962852,-0.360619249,0.697908763,-0.456306904,T7,2013,0.451382895,0.767442136,-0.391441748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.372415907,-0.574521776,-0.261671968,-0.740879152,0.09366464,-0.328916153,0.790299352,1.012766822,T7,2013,-0.075382507,0.767442136,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194-2012,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-0.520724676,-0.388431056,0.127270765,0.382308512,-0.676285837,0.332130979,0.306955574,-0.503696379,T6,2012,0.662089056,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-1.550325633,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA
195-2012,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55436098,-0.29683116,0.388125104,0.98463006,-0.580380991,-0.475806762,0.20391002,-0.503696379,T6,2012,-1.761031794,0.767442136,0.767442136,-0.602147909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196-2013,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.55436098,-0.29683116,0.388125104,0.98463006,-0.580380991,-0.705806929,0.172548469,-0.503696379,T6,2013,-1.023560231,0.767442136,0.767442136,0.767442136,0.767442136,0.451382895,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA
197-2012,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,-0.639707009,-0.17098378,2.09976129,1.629463583,-0.035915754,-2.276651412,-1.784059618,-0.503696379,T6,2012,-1.339619472,0.767442136,0.767442136,0.767442136,0.556735975,0.767442136,0.767442136,-1.971737955,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA
198-2013,1,0,1,1,1,0,0,1,1,1,0,1,NA,NA,-0.639707009,-0.17098378,2.09976129,1.629463583,-0.035915754,-2.360021188,-1.820130477,-0.503696379,T6,2013,-1.971737955,0.767442136,0.767442136,0.767442136,0.767442136,-2.182444116,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.075382507,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA
199-2014,0,1,0,1,1,1,1,1,1,1,0,0,0,NA,-0.639707009,-0.17098378,2.09976129,1.629463583,-0.035915754,-2.273752005,-1.822152324,-0.503696379,T6,2014,-1.550325633,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.286088668,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA
200-2015,0,0,0,0,0,1,1,1,1,1,0,0,0,NA,-0.639707009,-0.17098378,2.09976129,1.629463583,-0.035915754,-2.273752005,-1.70349893,-0.503696379,T6,2015,-0.602147909,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-1.339619472,-1.550325633,0.767442136,-2.182444116,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA
201-2016,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.639707009,-0.17098378,2.09976129,1.629463583,-0.035915754,-2.273752005,-1.72142563,-0.503696379,T6,2016,-1.866384874,0.767442136,-0.602147909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202-2017,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.639707009,-0.17098378,2.09976129,1.629463583,-0.035915754,-2.273752005,-1.794276111,-0.503696379,T6,2017,-1.550325633,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203-2013,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.283951969,-0.839720125,-0.141373931,-0.770051727,0.222774822,-0.352606736,-0.414562128,0.207145746,T7,2013,0.240676734,0.767442136,-1.971737955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204-2012,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.512200971,-0.707934867,0.028955806,-0.424585496,-0.089955203,0.289050835,-0.741380573,0.681040497,T6,2012,-1.023560231,0.767442136,0.767442136,0.240676734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205-2012,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.438604538,-0.618204776,0.269957602,-0.033199209,-0.615433253,0.412156326,0.529559536,-0.503696379,T6,2012,-1.023560231,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.602147909,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA
206-2013,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.438604538,-0.618204776,0.269957602,-0.033199209,-0.615433253,0.130577368,0.755498919,-0.503696379,T6,2013,-1.023560231,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA
207-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.521034044,-0.516475297,0.03450764,0.504520125,-0.679370385,0.350330971,1.071201986,-0.503696379,T6,2012,-0.81285407,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208-2013,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.521034044,-0.516475297,0.03450764,0.504520125,-0.679370385,0.074619103,1.062027062,-0.503696379,T6,2013,-2.182444116,0.767442136,0.767442136,0.451382895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209-2012,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61063496,-0.36550978,0.353496614,1.020086107,-0.546179497,-0.58146887,0.14237497,-0.503696379,T6,2012,-1.128913311,0.767442136,-0.602147909,0.451382895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210-2012,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.642915405,-0.187151917,2.313116352,1.447184163,0.06876108,-2.304967982,-2.019999507,-0.503696379,T6,2012,-2.077091035,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211-2013,0,0,0,1,0,0,0,1,0,1,0,1,0,NA,-0.642915405,-0.187151917,2.313116352,1.447184163,0.06876108,-2.368075717,-2.037234056,-0.503696379,T6,2013,-1.971737955,0.767442136,0.135323654,-0.075382507,-1.655678713,-1.655678713,0.767442136,0.767442136,-0.391441748,0.767442136,0.767442136,0.767442136,-2.182444116,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA
212-2014,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,-0.642915405,-0.187151917,2.313116352,1.447184163,0.06876108,-2.274241831,-2.001923258,-0.503696379,T6,2014,-0.180735588,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.70750099,-0.075382507,0.767442136,0.767442136,0.451382895,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA
213-2015,0,1,1,1,0,0,0,0,1,1,1,1,1,0,-0.642915405,-0.187151917,2.313116352,1.447184163,0.06876108,-2.274241831,-1.936294868,-0.503696379,T6,2015,-2.182444116,-0.496794829,0.767442136,0.767442136,0.767442136,0.767442136,-1.339619472,-2.077091035,0.767442136,0.767442136,0.767442136,-0.075382507,0.767442136,-2.182444116,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6
214-2016,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,-0.642915405,-0.187151917,2.313116352,1.447184163,0.06876108,-2.274241831,-2.023697524,-0.503696379,T6,2016,0.556735975,-0.286088668,-1.444972553,0.451382895,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-1.550325633,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA
215-2017,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.642915405,-0.187151917,2.313116352,1.447184163,0.06876108,-2.274241831,-1.935501281,-0.503696379,T6,2017,-0.075382507,-0.70750099,-1.866384874,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA
216-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.488688988,0.236310703,0.803010662,-0.601199489,-0.440300854,-0.831119226,-1.215819961,0.349314171,T8,2015,-1.023560231,0.767442136,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217-2011,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.311698616,-0.964648051,-0.557486488,-0.704216295,0.047468202,-0.178118746,0.172647024,1.628829997,T7,2011,-0.391441748,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
