dummy_cell_id_year,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,elev,dist_sett,dist_riv,dist_road,dist_pa,npp,treecov,agriculture,team,year,eff1,eff2,eff3,eff4,eff5,eff6,eff7,eff8,eff9,eff10,eff11,eff12,eff13,eff14,team1,team2,team3,team4,team5,team6,team7,team8,team9,team10,team11,team12,team13,team14
218-2011,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.407844276,-0.873683281,-0.590001823,-0.720898403,-0.24704813,-0.16308043,0.224136336,2.031640534,T7,2011,0.767442136,0.767442136,0.767442136,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
219-2012,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-0.500281967,-0.847024505,0.761528069,-0.411685589,0.087745297,0.294253225,0.13130936,0.325619434,T6,2012,-0.91820715,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.602147909,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA
220-2013,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,-0.500281967,-0.847024505,0.761528069,-0.411685589,0.087745297,0.049755693,-0.103259219,0.325619434,T6,2013,-1.023560231,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA
221-2012,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.615606773,-0.34521074,0.592652128,0.692029256,-0.353242851,-0.335432844,0.01229521,-0.456306904,T6,2012,-1.128913311,0.767442136,0.767442136,0.767442136,0.346029815,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA
222-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125915398,-0.178916088,0.164190347,-0.550954733,0.919064847,-0.620000657,-1.659506044,-0.171970054,T8,2013,-0.391441748,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223-2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125915398,-0.178916088,0.164190347,-0.550954733,0.919064847,-0.764425965,-2.301066891,-0.171970054,T8,2014,-2.077091035,0.451382895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125915398,-0.178916088,0.164190347,-0.550954733,0.919064847,-0.764425965,-1.82030589,-0.171970054,T8,2015,-0.91820715,0.767442136,-1.761031794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225-2017,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125915398,-0.178916088,0.164190347,-0.550954733,0.919064847,-0.764425965,-1.036038485,-0.171970054,T8,2017,-1.655678713,0.767442136,0.767442136,-1.866384874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226-2015,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220422095,-0.071005022,-0.38571984,-0.362003443,0.022198591,-0.618933361,-1.883853717,-0.243054266,T8,2015,-0.81285407,0.767442136,-1.761031794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227-2017,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220422095,-0.071005022,-0.38571984,-0.362003443,0.022198591,-0.618933361,-0.899179764,-0.266749004,T8,2017,-1.655678713,0.767442136,0.767442136,-1.866384874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228-2015,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072063795,-0.010174083,-0.610850055,-0.142386236,-0.509380477,-0.446998477,-1.77758196,-0.456306904,T8,2015,-0.81285407,0.767442136,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229-2011,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095764719,-1.073652398,-0.624368326,-0.656020823,-0.335736911,-0.122416513,1.073147588,-0.503696379,T7,2011,-0.391441748,0.767442136,-0.81285407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230-2011,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.081647034,-0.91098425,-0.246378725,-0.552587568,-0.495395845,-0.087620344,1.26814906,-0.503696379,T7,2011,0.767442136,0.767442136,0.767442136,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
231-2011,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.368403,-1.003177909,-0.269720848,-0.65491681,0.20552703,-0.199112778,-0.350523487,0.183451009,T7,2011,0.451382895,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.084466783,-0.395550089,-1.098884092,-0.182996229,0.457050461,-0.133677689,-1.337992281,-0.503696379,T8,2013,-0.286088668,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233-2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.084466783,-0.395550089,-1.098884092,-0.182996229,0.457050461,-0.337842178,-2.095335619,-0.503696379,T8,2014,-2.077091035,0.451382895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234-2013,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204121814,-0.742189921,-1.26304033,-0.334867527,-0.693116483,0.322668926,-1.853952347,-0.361527954,T8,2013,-0.602147909,0.767442136,0.767442136,0.767442136,0.346029815,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA
235-2015,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204121814,-0.742189921,-1.26304033,-0.334867527,-0.693116483,-0.10681033,-2.196259361,-0.361527954,T8,2015,0.029970573,0.767442136,0.767442136,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236-2017,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204121814,-0.742189921,-1.26304033,-0.334867527,-0.693116483,-0.10681033,-1.164160507,-0.361527954,T8,2017,0.346029815,0.767442136,-2.182444116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237-2013,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576551155,-0.815964437,-1.23079595,-0.478634426,-0.588070965,0.411828736,-1.962215673,-0.503696379,T8,2013,-0.70750099,0.767442136,0.767442136,0.767442136,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA
238-2015,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576551155,-0.815964437,-1.23079595,-0.478634426,-0.588070965,0.203574287,-2.299683751,-0.503696379,T8,2015,-0.075382507,0.767442136,0.767442136,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239-2017,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576551155,-0.815964437,-1.23079595,-0.478634426,-0.588070965,0.203574287,-1.426216227,-0.503696379,T8,2017,0.240676734,0.767442136,-2.287797196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240-2011,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.938300061,-0.992096278,0.00398226,-0.566534172,-0.346618961,-0.203462381,1.025746344,0.159756271,T7,2011,0.662089056,0.767442136,0.767442136,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
241-2011,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711764553,-0.887257103,0.440755898,-0.509043602,-0.329030624,-0.146281724,1.359502615,-0.361527954,T7,2011,0.767442136,0.767442136,0.767442136,0.767442136,-0.602147909,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
242-2011,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.040314814,-1.012110453,-0.444527441,-0.632693439,0.417374463,-0.182074124,0.325378482,1.226019459,T7,2011,-0.496794829,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243-2016,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.617088154,-0.831128576,-0.534495166,-0.169222151,0.014561232,0.394927289,-0.028829899,-0.077191104,T6,2016,-0.286088668,0.767442136,-1.655678713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T6,T6,T6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244-2016,1,0,1,1,1,1,1,1,1,0,1,0,NA,NA,-0.638092096,-0.822017717,1.836934622,0.012365621,-0.253529228,-1.701335466,-1.566456216,-0.503696379,T6,2016,-0.391441748,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.91820715,NA,NA,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,T6,NA,NA
245-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.058777805,-0.488972761,-1.224007328,-0.077700386,-0.590837932,-0.089765767,-1.997795474,-0.503696379,T8,2013,-0.286088668,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246-2013,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492032989,-0.593681106,-1.261055338,-0.342329757,-0.351194149,-0.25545181,-1.608517719,-0.124580579,T8,2013,-0.286088668,-0.391441748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247-2011,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.650667081,-0.809151654,0.912150357,-0.122976988,-0.626774603,-0.093319043,1.286671012,-0.337833216,T7,2011,-0.391441748,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248-2011,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.792405037,-0.773433308,0.28842463,0.013592751,-0.467014328,-0.034650441,1.48294242,-0.503696379,T7,2011,-0.496794829,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30118272,-0.918554924,-1.216536509,-0.555028703,-0.112529377,0.323547643,0.707416372,-0.503696379,T8,2012,-0.81285407,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30118272,-0.918554924,-1.216536509,-0.555028703,-0.112529377,0.230704244,0.906820944,-0.503696379,T8,2013,-2.182444116,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251-2014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30118272,-0.918554924,-1.216536509,-0.555028703,-0.112529377,0.166491219,-0.181755524,-0.503696379,T8,2014,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519692693,-0.836368497,-1.248466014,-0.606872735,-0.434446151,0.198546853,0.448112712,0.989072084,T8,2012,-1.339619472,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245521615,-0.803810641,-1.261014,-0.657378046,-0.576141924,0.106402292,0.227415616,1.676219472,T8,2012,-0.81285407,-1.234266392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254-2017,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209724445,-0.73684411,-1.24320045,-0.324233068,-0.689416458,0.074510125,0.339710869,0.254535221,T8,2017,-1.550325633,0.767442136,0.767442136,-2.182444116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74063181,-0.690488577,-1.244999449,-0.59530858,0.122597549,-0.132768445,-1.13618292,3.334851097,T8,2013,-0.286088668,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256-2011,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.536380603,-0.740612964,1.266455693,0.088585861,-0.716300999,-0.091765449,0.968647491,-0.503696379,T7,2011,-0.391441748,0.767442136,-0.70750099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.084994294,-1.175972776,-1.240458765,-0.708145369,0.851598928,0.103315456,0.312075527,-0.480001641,T8,2012,-0.81285407,-0.602147909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165735321,-1.052025406,-1.224738633,-0.677757313,0.493399697,-0.102328771,0.035689993,0.775819447,T8,2012,-0.70750099,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259-2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165735321,-1.052025406,-1.224738633,-0.677757313,0.493399697,-0.25914656,-0.702384201,0.775819447,T8,2014,0.556735975,0.451382895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260-2017,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09090359,-0.961967866,-1.257301962,-0.202384181,-0.634716593,-0.051914601,0.36267049,0.136061534,T8,2017,-1.550325633,0.767442136,0.767442136,-2.182444116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261-2012,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.262071864,-1.094175004,0.126389062,-0.40495296,0.103799446,0.020571237,-0.231651777,2.363366859,T7,2012,-1.655678713,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
262-2012,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.684304529,-1.208404123,0.083313886,-0.678650462,-0.011477299,0.130998509,-0.220485651,0.538872072,T7,2012,-2.287797196,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA
263-2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527531028,-1.124019357,-0.118823708,-0.66677919,-0.414588555,0.332720839,0.670467589,-0.385222691,T7,2012,0.767442136,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264-2012,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.567636307,-0.913374854,0.648782397,-0.606045581,-0.546195427,0.386223158,0.984440796,-0.385222691,T7,2012,-1.866384874,0.767442136,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
265-2012,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388807628,-0.818620839,0.45458211,-0.52915483,-0.5006364,0.383408111,0.837169331,-0.503696379,T7,2012,-1.234266392,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
266-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28207579,-1.104566848,-1.230142744,-0.720228955,0.801899888,-0.022178362,-0.000522324,0.230840484,T8,2012,-2.182444116,-0.286088668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267-2012,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4.40431406,-0.985956923,2.026043841,-0.338111867,-0.568755527,0.12510122,0.074332842,1.012766822,T7,2012,-2.182444116,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,T7,T7,T7,T7,T7,T7,T7,T7,T7,T7,T7,NA,NA,NA
268-2012,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.920407556,-1.05978093,0.392802781,-0.43559941,-0.296408169,-0.026411109,-0.108044527,0.420398384,T7,2012,-2.182444116,0.767442136,0.767442136,0.767442136,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
269-2012,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.045763721,-1.123375297,0.042030813,-0.599124227,-0.225294897,0.126536317,0.345941404,1.273408934,T7,2012,-0.286088668,0.767442136,0.767442136,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA,NA
270-2012,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.237648938,-1.030341891,0.300854441,-0.486139809,-0.468495664,0.292183954,1.012973184,-0.290443741,T7,2012,0.662089056,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,-0.075382507,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA
271-2012,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.185552825,-0.830461807,0.328423741,-0.435388914,-0.658967362,0.375857113,1.17390505,-0.385222691,T7,2012,-1.550325633,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA
272-2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.544528059,-1.065743914,-1.166429124,-0.706443043,1.435106863,-1.071987985,-0.24246291,-0.100885841,T8,2012,0.135323654,0.767442136,-0.81285407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273-2011,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.487987503,-0.978306998,-1.101629085,-0.517263089,-0.158514404,-1.790569132,-1.47613099,-0.385222691,T8,2011,-0.81285407,-0.180735588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274-2012,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.487987503,-0.978306998,-1.101629085,-0.517263089,-0.158514404,-1.613395095,-1.329510918,-0.385222691,T8,2012,-2.182444116,0.767442136,-2.077091035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.487987503,-0.978306998,-1.101629085,-0.517263089,-0.158514404,-1.631094675,-1.301963222,-0.385222691,T8,2013,-0.286088668,-1.023560231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276-2011,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29649769,-0.943896213,-1.255982368,-0.604033766,-0.149829845,-0.306191273,0.244139064,-0.029801629,T8,2011,-0.70750099,-0.180735588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277-2012,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29649769,-0.943896213,-1.255982368,-0.604033766,-0.149829845,-0.098594303,0.389492877,-0.029801629,T8,2012,-2.182444116,0.767442136,0.767442136,0.767442136,-1.971737955,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,T8,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA
278-2013,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29649769,-0.943896213,-1.255982368,-0.604033766,-0.149829845,-0.128077464,0.293976233,-0.029801629,T8,2013,-0.286088668,-1.023560231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279-2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29649769,-0.943896213,-1.255982368,-0.604033766,-0.149829845,-0.108013356,-0.459983447,-0.029801629,T8,2014,-1.655678713,-0.91820715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280-2012,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.055833757,-1.029513477,-1.257582194,-0.619983576,0.116921388,-0.067500762,0.312901231,1.628829997,T8,2012,-0.391441748,-1.023560231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281-2014,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.055833757,-1.029513477,-1.257582194,-0.619983576,0.116921388,-0.176334066,-0.75522656,0.633651022,T8,2014,-1.655678713,-0.075382507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T8,T8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282-2012,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.903998199,-1.134267403,0.952896714,-0.705973231,-0.20678986,-0.098822763,-0.580707108,3.642882685,T7,2012,-2.287797196,0.767442136,0.767442136,0.767442136,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
283-2012,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.949416884,-1.078301742,-0.07352139,-0.706916992,0.158263914,-0.193841785,-0.518864869,1.676219472,T7,2012,-2.182444116,0.767442136,0.767442136,0.767442136,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
284-2012,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.328286319,-1.01130938,-0.013405522,-0.666572648,0.256187873,0.008717575,0.096079404,1.818387897,T7,2012,-1.971737955,0.767442136,0.767442136,0.767442136,0.767442136,-1.128913311,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
285-2012,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1.859343778,-0.900606449,0.592566407,-0.385769038,0.037785318,0.209579569,0.839841346,-0.456306904,T7,2012,0.662089056,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.767442136,0.346029815,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA
286-2012,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.229589006,-0.568788148,0.117952025,0.073660346,-0.623003803,0.366131149,1.344951299,-0.503696379,T7,2012,-1.971737955,0.029970573,-1.128913311,0.767442136,0.767442136,0.029970573,NA,NA,NA,NA,NA,NA,NA,NA,T7,T7,T7,T7,T7,T7,NA,NA,NA,NA,NA,NA,NA,NA
